491	歴史	19
1833	残り	30
2099	段取り	13
1527	段階	78
1744	母	13
56	母国	15
2249	毎	15
2124	毎回	48
1548	毎年	44
1011	毎日	162
938	毎月	19
2021	毎週	36
1571	比	13
1264	比較	33
1690	気	98
1068	気持ち	168
1262	気軽	15
401	気遣い	12
2250	気配り	16
153	水	11
1681	水泳	17
951	求人	33
2306	決定	54
1973	決心	10
433	決意	57
78	決断	20
1847	没頭	11
741	沢山	30
1389	法	40
1691	法人	42
2321	法学部	45
495	法律	43
312	法政大学	26
1015	注力	31
2166	注意	24
1817	注文	11
729	注目	18
1609	洋服	12
166	活	87
1657	活動	791
429	活性	24
700	活気	12
1225	活用	98
1402	活発	24
828	活躍	139
897	派遣	24
587	流れ	33
1221	流行	21
789	浪人	42
1348	海外	309
2088	消費	43
308	清掃	10
571	渉外	20
1482	渋谷	21
906	減少	13
2036	測定	10
457	満足	185
1224	準備	86
597	滞在	42
1352	演劇	21
1836	演奏	40
189	演技	13
1961	漫画	13
1261	潜在	13
2294	点	528
2317	点数	31
565	為	148
184	無事	64
1579	無駄	29
1799	熱中	18
820	熱心	16
1718	熱意	37
247	父	17
1152	物	85
1533	物事	403
1826	物怖じ	14
1158	物理	17
579	特	17
1890	特別	20
1697	特徴	40
1188	特性	10
756	特技	15
1947	特有	10
2286	特殊	13
436	状態	91
610	状況	275
1707	独学	216
2272	独立	19
297	独自	28
1597	獲得	123
1801	率	80
420	率先	45
1196	班	22
487	現代	27
2293	現在	941
2290	現地	143
1185	現場	244
1419	現実	29
1648	現役	22
1733	現時点	14
1951	現状	191
1839	理工	10
1193	理工学部	15
1989	理念	41
1912	理想	26
900	理由	384
1753	理系	42
972	理解	260
1026	理論	26
2301	環境	458
2004	生	179
939	生命	10
517	生徒	187
1550	生活	386
989	生産	19
1948	産業	19
664	用	36
1466	用意	21
1044	甲斐	17
292	申し訳	10
689	男子	15
1354	男性	13
2125	画像	21
1932	画面	12
111	留学	468
2297	留学生	124
735	番	44
1231	番組	17
185	異国	17
1256	疎か	11
1245	疎通	31
2287	疑問	49
193	痛感	40
1674	癖	11
1804	発信	179
764	発展	74
1590	発想	66
1508	発揮	235
2238	発案	16
275	発生	39
1561	発行	19
2224	発表	80
2061	発見	99
2098	発言	51
1334	登録	21
829	百	12
152	的確	76
2312	皆	70
281	皆さん	10
92	皆様	10
1337	監督	24
1424	目	270
2128	目上	10
1822	目標	616
426	目的	133
2235	目線	64
2155	直前	12
1187	直後	10
777	直接	75
2	直近	50
1775	直面	43
1483	相手	434
2040	相談	58
369	県	78
60	真剣	33
1644	真摯	27
1821	真面目	30
1033	着実	19
452	瞬時	11
1270	瞬間	11
1816	知り合い	10
1373	知名度	16
1363	知的	19
1000	知見	31
1084	知識	476
1219	短所	19
883	短時間	16
1547	短期	97
263	短期間	20
921	短縮	11
1222	研修	43
391	研究	271
1436	研究所	14
1134	硬式	15
821	確か	18
2217	確保	31
2208	確信	41
1513	確実	50
1969	確認	73
649	磨き	32
114	礼儀	15
304	社	50
1621	社交	14
1655	社会	638
690	社内	23
935	社員	160
961	社長	35
594	神奈川	10
1957	祭	134
1620	祭り	12
1701	福祉	11
120	私立	22
672	秋	46
16	科	59
896	科学	48
802	科目	37
1837	秘書	20
743	程	28
496	程度	102
2136	種類	21
2154	稽古	13
265	積極	569
754	空き	10
1765	空手	10
1647	空気	16
1110	空間	20
1046	立ち	63
1009	立候補	12
143	立場	234
1911	立教大学	15
1153	立案	64
272	競争	15
1150	競技	39
1551	笑顔	83
128	第一歩	11
1673	第一線	10
629	等	234
856	筋	10
2083	答え	29
1914	策	143
793	策定	13
2080	管理	141
2060	範囲	33
199	簡単	85
2065	簡潔	10
2338	簿記	35
1230	米	16
239	米国	28
1868	精一杯	25
147	精力	15
701	精神	177
1023	精進	16
472	糧	33
321	系	208
2133	約束	19
1683	納得	105
1763	紙	20
1892	級	88
713	素敵	11
1852	素直	42
522	細か	10
1484	紹介	72
118	終了	26
1478	組織	153
962	経営	228
1404	経歴	10
1643	経済	112
177	経済学部	31
2202	経緯	11
2326	結局	14
319	結果	975
661	結論	20
1375	統一	15
2343	統括	27
1049	統率	12
1653	統計	59
1367	絵	30
2242	絶対	80
2110	継続	118
2086	維持	33
2042	綺麗	10
131	緊張	21
561	総合	43
2256	編入	13
1841	編集	59
1908	練習	311
2104	縁	11
1510	繋がり	22
745	美	15
326	美容	14
1686	美術	20
1829	習得	72
557	習慣	34
62	翻訳	20
280	考え	245
573	考え方	114
1119	考察	21
1517	考慮	45
2030	考案	23
553	者	493
887	耳	23
1368	職	117
1612	職務	13
1182	職員	14
2073	職場	46
992	職業	40
2227	職種	38
1429	肉体	10
1093	肌	50
1266	育成	22
368	背景	21
1651	能力	636
1828	能動	23
1522	臨機応変	45
2010	自ら	333
366	自主	79
320	自体	31
351	自信	509
1858	自力	13
1184	自動車	12
1215	自宅	15
1632	自己	133
957	自治	10
1889	自然	20
2189	自由	41
2129	自発	32
639	自社	16
1297	自立	15
34	自習	11
183	自覚	26
558	自負	155
1362	自身	432
1593	自転車	19
613	興味	673
218	舞台	29
1295	良好	15
678	色	16
941	色々	74
738	芸術	16
240	若者	23
2025	苦	13
831	苦労	54
1994	苦手	72
823	英	44
626	英会話	42
1607	英国	13
373	英文	14
711	英語	508
687	行い	15
1983	行事	22
220	行動	863
1496	術	11
63	街	36
1748	衝撃	11
467	衝突	14
1462	表	13
582	表情	16
1490	表現	54
670	被災	12
2037	裁判	11
2308	補助	14
2096	製作	52
545	製品	28
249	製造	10
1956	複数	53
910	複雑	12
920	要因	17
2137	要望	44
1582	要求	25
539	要素	43
518	要項	11
469	見方	17
633	見識	10
1494	規模	149
622	視	18
2028	視点	205
1931	視野	139
646	覚悟	10
1623	親	22
381	観	112
1376	観光	36
1883	観客	15
1843	観察	55
2164	観念	13
1360	観点	38
1029	角度	22
1263	解析	31
1391	解決	399
1840	解消	28
1909	言葉	135
1479	言語	203
1243	計画	151
2314	計算	12
511	討論	13
1403	訓練	11
1055	記事	59
138	記憶	10
1397	記録	19
1441	訪問	45
1875	設定	87
1761	設立	31
2119	設置	17
605	設計	21
767	許可	14
1078	評価	117
1141	試み	15
466	試合	92
1726	試行	33
1936	試行錯誤	72
412	試験	76
274	話	154
283	話し合い	53
1323	話題	14
1760	誌	21
1233	認知	23
1395	認識	53
559	語	119
546	語学	176
178	説得	47
1966	説明	87
460	読書	13
53	読者	20
187	誰	207
792	課外	24
1124	課程	16
996	課題	283
1075	調整	41
975	調査	87
2221	調理	14
13	談	10
860	論	27
29	論文	47
1235	論理	79
1864	講師	103
1815	講座	20
620	講演	20
1739	講義	65
1742	講習	11
1349	議員	12
908	議論	65
2194	議題	13
4	豊か	38
833	豊富	15
2246	負けず嫌い	59
2278	負担	11
1470	財産	10
1743	貢献	661
928	貧困	10
1670	販売	135
1322	貪欲	51
139	責任	314
1778	貴社	870
933	貴重	31
1446	費	26
2134	費用	19
172	貿易	20
1650	資料	53
1941	資格	93
227	資金	36
126	賞	54
1421	質	57
2304	質問	60
747	購入	22
1216	起業	173
1031	趣味	93
74	足	53
1351	距離	32
657	踊り	10
1016	身	1130
286	身体	14
327	身近	28
769	車	17
278	転換	11
1962	軸	33
759	軽音楽	15
424	輩出	17
1174	輪	13
287	迅速	31
681	近く	50
536	近年	15
2102	返事	15
357	迷惑	15
403	追及	10
1960	追求	32
1802	逆	22
208	逆算	24
1662	途上	21
1806	途中	44
1092	通り	56
1175	通信	18
336	通学	12
136	通常	23
778	通用	85
1581	通訳	17
1762	連携	49
766	連絡	85
73	連続	26
1860	週	125
1056	週間	109
1423	進出	18
2199	進学	84
730	進行	43
1155	進路	11
300	遂行	52
1214	遅刻	18
1440	遊び	18
2176	運動	17
2234	運営	400
2188	運用	25
946	過去	74
17	過程	95
932	道	25
1030	達	108
438	達成	401
1873	違い	60
581	適切	44
715	適応	62
2299	選出	10
1810	選手	64
1160	選手権	12
1882	選抜	13
1881	選択	41
1709	選択肢	12
1991	選考	25
400	邁進	17
2174	還元	28
942	部	438
77	部内	13
188	部分	100
315	部員	121
2149	部活	132
1140	部署	18
427	部長	94
384	部門	62
826	都	12
719	都内	11
1138	都合	15
419	都市	10
2218	都度	13
2159	配信	14
842	配布	19
1684	配慮	16
772	配置	15
329	重点	22
2161	重要	227
2165	重視	33
702	野球	80
537	量	66
1293	金	35
634	金融	37
1687	金額	12
2335	銀行	10
21	錯誤	32
577	長	91
2175	長年	13
129	長所	154
340	長期	130
386	長期間	10
1671	開催	89
1505	開始	24
380	開拓	15
1272	開発	273
656	間	343
2103	間近	12
1448	間違い	13
1038	関わり	46
1127	関係	314
2323	関心	121
521	関東	35
1183	関連	63
2282	閲覧	11
1039	限り	31
397	限定	29
851	限界	43
204	陣	12
1986	陸上	19
2193	際	508
1101	障害	16
2331	集	12
1372	集中	68
720	集団	29
544	集客	83
1053	雑誌	30
109	雰囲気	95
1988	電子	13
724	電話	58
1128	電車	18
907	需要	17
2077	非常	194
318	面	135
1863	面倒	10
238	面談	22
726	韓国	56
1992	音	12
2058	音楽	91
2068	頃	230
2277	項目	10
1148	順位	31
2291	順応	16
718	順調	12
2156	領域	24
2008	頭	46
1769	頻繁	20
857	額	10
468	顔	26
1866	顧問	13
859	顧客	119
335	風	18
824	飛び込み	13
1393	飛躍	15
1604	食	27
1601	食事	39
882	食品	11
325	飲食	128
1930	養成	11
850	首都	18
2203	駅	10
45	駆使	20
2253	高	13
1304	高め	14
2039	高度	11
758	高校	528
662	高校生	103
1869	高等	14
1396	高齢	14
212	魅力	251
1758	％	43
519	０	204
483	１	426
683	１つ	63
288	２	284
348	２つ	46
248	３	237
375	３つ	27
1330	３月	16
67	４	136
1661	４月	21
35	５	122
1725	５月	10
2192	６	68
2157	７	35
180	８	47
1934	９	29
1072	９月	10
1325	～	23
